championship_name,event__name,round_name,rank,bib,nme,noc,total
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,5,1521,DELAUNAY Eric,FRA 1,145(73)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,6,2706,VIZZI Dania Jo,USA 2,145(74)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,6,2703,TAYLOR Dustan,USA 2,145(71)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,7,2127,RODRIGUEZ Gabriela,MEX,144(71)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,7,2122,GALLARDO OLIVEROS Luis Raul,MEX,144(73)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,8,1819,BACOSI Diana,ITA 1,144(70)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,8,1822,CASSANDRO Tammaro,ITA 1,144(74)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,9,1241,CROVETTO CHADID Francisca,CHI 1,143(70)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,9,1242,FLORES BARAHONA Hector Andres Version,CHI 1,143(73)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,10,1622,WISSMER Nele,GER 1,143(69)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,10,1597,KORTE Sven,GER 1,143(74)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,11,1912,KRAVCHENKO Zoya,KAZ 2,143(72)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,11,1932,POCHIVALOV David,KAZ 2,143(71)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,12,1820,BARTOLOMEI Martina,ITA 2,143(69)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,12,1835,ROSSETTI Gabriele,ITA 2,143(74)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,13,1259,JIANG Yiting,CHN 1,143(71)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,13,1264,LIU Jiangchi,CHN 1,143(72)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,14,1585,BUTTERER Katrin,GER 2,142(69)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,14,1593,HAAGA Vincent,GER 2,142(73)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,15,1488,HEINONEN Marjut,FIN,142(71)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,15,1493,KALLIOINEN Eetu,FIN,142(71)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,16,2021,ALMOHAMMAD Afrah,KUW 2,142(69)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,16,2026,ALRASHIDI Abdullah,KUW 2,142(73)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,17,1566,BOIARSHINOVA Elizaveta,GEO,142(70)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,17,1575,STARTSEV Yaroslav,GEO,142(72)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,18,1918,ORYNBAY Assem,KAZ 1,142(72)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,18,1927,YECHSHENKO Eduard,KAZ 1,142(70)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,19,2600,BALKANCI Nur Banu,TUR 1,141(70)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,19,2602,BUMIN Cemre,TUR 1,141(71)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,20,1874,ORIHARA Rika,JPN 1,141(71)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,20,1862,IKAWA Hiroyuki,JPN 1,141(70)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,21,1631,KATZOURAKI Emmanouela,GRE,141(69)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,21,1635,MITAS Efthimios,GRE,141(72)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,22,2194,VAN DER VEEN Esmee,NED,140(67)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,22,2193,VAN DER GREEF Jan-Cor,NED,140(73)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,23,2028,AL SHAMAA Eman,KUW 1,140(68)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,23,2016,ALDAIHANI Mohammad,KUW 1,140(72)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,24,1251,GAO Jinmei,CHN 2,139(69)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,24,1254,HAN Xu,CHN 2,139(70)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,25,1732,SEKHON Ganemat,IND 1,139(66)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,25,1722,NARUKA Anant Jeet Singh,IND 1,139(73)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,26,1353,KUCEROVA Martina,CZE 2,138(66)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,26,1357,NYDRLE Tomas,CZE 2,138(72)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,27,1223,BOYD Madeleine Lieselotte,CAN,138(70)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,27,1224,CURRAN-ROUTLEDGE Trysten Aaron,CAN,138(68)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,28,2376,AL SHARSHANI Reem,QAT,138(68)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,28,2364,AL-ATHBA Rashid Saleh,QAT,138(70)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,29,1330,ANDREOU Panagiota,CYP 1,138(65)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,29,1334,KAZAKOS George,CYP 1,138(73)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,30,1553,HIBBS Emily Jane,GBR 2,138(70)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,30,1545,BROOKER-SMITH Mitchell,GBR 2,138(68)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,31,1331,ELEFTHERIOU Anastasia,CYP 2,138(70)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,31,1333,ENGLEZOUDIS Petros,CYP 2,138(68)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,32,1866,KOJIMA Yuka,JPN 2,137(69)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,32,1884,WAKIYA Subaru,JPN 2,137(68)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,33,2603,CAN Sena,TUR 2,136(66)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,33,2614,ODAY Salih,TUR 2,136(70)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,34,2657,NAUMENKO Viktoriia,UKR 2,136(69)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,34,2656,NAUMENKO Oleksiy,UKR 2,136(67)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,35,1106,JAFAROVA Nurlana,AZE 1,135(69)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,35,1103,HASANOV Javid,AZE 1,135(66)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,36,1367,SUMOVA Barbora,CZE 1,135(67)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,36,1369,TOMECEK Jakub,CZE 1,135(68)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,37,1707,DHALIWAL Parinaaz,IND 2,135(65)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,37,1701,BAJWA Angad Vir Singh,IND 2,135(70)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,38,2045,VAVERE Anda Lita,LAT,135(62)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,38,2043,UPELNIEKS Dainis,LAT,135(73)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,39,1243,RODRIGUEZ SOBERON Josefa,CHI 2,134(65)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,39,1240,ATALAH Jorge,CHI 2,134(69)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,40,1514,BATTAULT Noemie,FRA 2,134(65)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,40,1533,LEJEUNE Nicolas,FRA 2,134(69)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,41,1962,JANG Kookhee,KOR 1,132(64)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,41,1954,CHO Minki,KOR 1,132(68)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,42,1140,ELLIOT Michelle,BAR,132(65)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,42,1141,MASKELL Michael,BAR,132(67)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,43,2089,MARIRHI Ibtissam,MAR,132(64)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,43,2092,NEBLAOUI Mustapha,MAR,132(68)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,44,1113,MEFTAKHETDINOVA Rigina,AZE 2,132(63)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,44,1116,MUSTAFAYEV Ali,AZE 2,132(69)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,45,1053,JONES Aislin,AUS,129(66)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,45,1047,BELL Joshua,AUS,129(63)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,46,1950,AN Il Ji,KOR 2,128(61)
2023 Shotgun World Championship,Skeet Mixed Team,Qualification,46,1988,KIM Minsu,KOR 2,128(67)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,1,2343,COELHO DE BARROS Maria Ines,POR 1,142+13(69)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,1,2339,AZEVEDO Joao,POR 1,142+13(73)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,2,2704,TOZIER Rachel Leighanne,USA 1,142+12(67)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,2,2691,MEIN Derrick Scott,USA 1,142+12(75)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,3,1901,DMITRIYENKO Mariya,KAZ 1,141(71)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,3,1920,POCHIVALOV Daniel,KAZ 1,141(70)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,4,1840,STANCO Silvana,ITA 2,140(69)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,4,1834,RESCA Daniele,ITA 2,140(71)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,5,2019,ALHAWAL Shahad,KUW 2,140(68)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,5,2022,ALMUDHAF Khaled,KUW 2,140(72)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,6,1836,ROSSI Jessica,ITA 1,139(68)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,6,1832,PELLIELO Giovanni,ITA 1,139(71)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,7,1058,SMITH Penny,AUS 1,139(69)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,7,1059,WILLETT James,AUS 1,139(70)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,8,2678,GOUGH Alicia Kathleen,USA 2,139(67)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,8,2682,HINTON William,USA 2,139(72)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,9,1485,ANTIKAINEN Noora,FIN 1,139(72)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,9,1494,LAAKSO Jukka,FIN 1,139(67)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,10,2444,PERILLI Alessandra,SMR,138(71)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,10,2442,BERTI Gian Marco,SMR,138(67)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,11,1444,GALVEZ Fatima,ESP 1,138(69)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,11,1441,FERNANDEZ Alberto,ESP 1,138(69)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,12,2018,ALHAWAL Sarah,KUW 1,138(66)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,12,2027,ALRASHIDI Talal,KUW 1,138(72)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,13,1550,HALL Lucy Charlotte,GBR 1,137(64)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,13,1549,HALES Nathan,GBR 1,137(73)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,14,1520,CORMENIER Carole,FRA,137(66)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,14,1518,BOURGUE Clement,FRA,137(71)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,15,2499,REHAK STEFECEKOVA Zuzana,SVK 1,136(73)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,15,2504,VARGA Erik,SVK 1,136(63)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,16,2346,RODRIGUES Ana Rita,POR 2,136(66)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,16,2347,RODRIGUES Armelim Filipe,POR 2,136(70)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,17,1274,WU Cuicui,CHN 1,135(65)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,17,1268,QI Ying,CHN 1,135(70)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,18,2608,KAYA Rumeysa Pelin,TUR 1,135(63)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,18,2619,TUNCER N Tolga,TUR 1,135(72)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,19,2580,LIN Yi Chun,TPE 1,135(67)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,19,2591,YANG Kun-Pi,TPE 1,135(68)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,20,1770,PARVARESH NIA Marziyeh,IRI 1,135(68)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,20,1771,PARVARESH NIA Mohammad Hossein,IRI 1,135(67)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,21,1902,DOSMAGAMBETOVA Aizhan,KAZ 2,134(62)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,21,1894,AISALBAYEV Alisher,KAZ 2,134(72)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,22,1717,KEER Manisha,IND 1,133(67)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,22,1749,TONDAIMAN Prithviraj,IND 1,133(66)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,23,1496,MAKELA-NUMMELA Satu,FIN 2,133(65)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,23,1498,PIRTTISALO Eemil,FIN 2,133(68)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,24,1726,RAJAK Preeti,IND 2,133(69)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,24,1705,CHENAI Kynan,IND 2,133(64)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,25,1261,LI Qingnian,CHN 2,133(69)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,25,1252,GUO Yuhao,CHN 2,133(64)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,26,2618,TEMIZDEMIR Safiye,TUR 2,133(64)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,26,2620,TUZUN Oguzhan,TUR 2,133(69)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,27,2314,BERNAL Sandra,POL,133(64)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,27,2325,PASIERBSKI Tomasz,POL,133(69)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,28,2433,MACEK Jasmina,SLO,132(61)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,28,2432,MACEK Bostjan,SLO,132(71)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,29,2500,SPOTAKOVA Jana,SVK 2,132(61)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,29,2496,KOVACOCY Marian,SVK 2,132(71)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,30,2367,AL KHALAF Kholoud Hassan,QAT,131(62)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,30,2361,ABUSHARIB Saeed,QAT,131(69)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,31,1648,SOTO ABRIL Ana Waleska,GUA 1,131(62)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,31,1644,BROL CARDENAS Jean Pierre,GUA 1,131(69)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,32,1552,HEGARTY Kirsty,GBR 2,131(65)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,32,1546,COWARD-HOLLEY Matthew John,GBR 2,131(66)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,33,2090,MARIRHI Yasmine,MAR 2,131(61)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,33,2088,HAFFARI Driss,MAR 2,131(70)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,34,1107,JAMALOVA Aydan,AZE 1,130(63)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,34,1104,HUSEYINLI Ali,AZE 1,130(67)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,35,1451,MOLNE MAGRINA Mar,ESP 2,130(61)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,35,1445,GARCIA Andres,ESP 2,130(69)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,36,2583,LIU Wan-Yu,TPE 2,130(64)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,36,2577,CHUANG Han Lin,TPE 2,130(66)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,37,1100,EYVAZOVA Ulviyya,AZE 2,129(65)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,37,1114,MEHDIZADE Sabir,AZE 2,129(64)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,38,1955,CHO Seonah,KOR 2,129(59)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,38,1949,AHN Daemyeong,KOR 2,129(70)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,39,1976,LEE Bo Na,KOR 1,129(65)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,39,1964,JUNG Changhee,KOR 1,129(64)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,40,1647,RUANO OLIVA Adriana,GUA 2,128(66)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,40,1643,BROL Hebert,GUA 2,128(62)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,41,1057,SKINNER Catherine,AUS 2,128(63)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,41,1046,ARGIRO Nathan Steven,AUS 2,128(65)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,42,1761,FARAHPOUR BIDGOLI Shiva,IRI 2,128(61)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,42,1757,BEYRANVAND Mohammad,IRI 2,128(67)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,43,1166,COSMOSKI Camilla Alexandra,BRA,126(57)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,43,1167,DARUICH Hussein,BRA,126(69)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,44,1222,BODDEZ Lindsay,CAN,126(63)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,44,1234,ZEVLEVER Vadim,CAN,126(63)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,45,2087,FADIL Fatima Zahrae,MAR 1,118(57)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,45,2091,MESFIOUI Yahya,MAR 1,118(61)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,46,1192,BUARKI Marwa,BRN,112(56)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,46,1194,KADHEM Saeed,BRN,112(56)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,46,2264,AL SIYABI Remal Juma Sulaiman,BRN,112(DNS)
2023 Shotgun World Championship,Trap Mixed Team,Qualification,46,2260,AL KHATRI Said,BRN,112(DNS)
2023 Shotgun World Championship,Skeet Women,Final,1,2487,Bartekova Danka,SVK,11
2023 Shotgun World Championship,Skeet Women,Final,2,2706,Vizzi Dania Jo,USA,10
2023 Shotgun World Championship,Skeet Women,Final,3,1631,Katzouraki Emmanouela,GRE,43
2023 Shotgun World Championship,Skeet Women,Final,4,2700,Simonton Samantha,USA,34
2023 Shotgun World Championship,Skeet Women,Final,5,2701,Smith Austen Jewell,USA,26
2023 Shotgun World Championship,Skeet Women,Final,6,1241,Crovetto Chadid Francisca,CHI,16
2023 Shotgun World Championship,Skeet Women,Qualification,1,2487,BARTEKOVA Danka,SVK,123+2
2023 Shotgun World Championship,Skeet Women,Qualification,2,1631,KATZOURAKI Emmanouela,GRE,123+1
2023 Shotgun World Championship,Skeet Women,Qualification,3,2701,SMITH Austen Jewell,USA,122+12
2023 Shotgun World Championship,Skeet Women,Qualification,4,2706,VIZZI Dania Jo,USA,122+11
2023 Shotgun World Championship,Skeet Women,Qualification,5,2700,SIMONTON Samantha,USA,121+2
2023 Shotgun World Championship,Skeet Women,Qualification,6,1241,CROVETTO CHADID Francisca,CHI,121+1+2+2
2023 Shotgun World Championship,Skeet Women,Qualification,7,1820,BARTOLOMEI Martina,ITA,121+1+2+1
2023 Shotgun World Championship,Skeet Women,Qualification,8,2603,CAN Sena,TUR,121+1+1
2023 Shotgun World Championship,Skeet Women,Qualification,9,2549,IMPRASERTSUK Isarapa,THA,120
2023 Shotgun World Championship,Skeet Women,Qualification,10,2127,RODRIGUEZ Gabriela,MEX,120
2023 Shotgun World Championship,Skeet Women,Qualification,11,2551,JIEWCHALOEMMIT Sutiya,THA,120
2023 Shotgun World Championship,Skeet Women,Qualification,12,1819,BACOSI Diana,ITA,120
2023 Shotgun World Championship,Skeet Women,Qualification,13,2492,HOCKOVA Vanesa,SVK,120
2023 Shotgun World Championship,Skeet Women,Qualification,14,1918,ORYNBAY Assem,KAZ,120
2023 Shotgun World Championship,Skeet Women,Qualification,15,1837,SCOCCHETTI Simona,ITA,119
2023 Shotgun World Championship,Skeet Women,Qualification,16,1256,HUANG Sixue,CHN,119
2023 Shotgun World Championship,Skeet Women,Qualification,17,1559,RUTTER Amber Jo,GBR,118
2023 Shotgun World Championship,Skeet Women,Qualification,18,1331,ELEFTHERIOU Anastasia,CYP,21
2023 Shotgun World Championship,Skeet Women,Qualification,19,1707,DHALIWAL Parinaaz,IND,13
2023 Shotgun World Championship,Skeet Women,Qualification,20,2523,LARSSON Victoria,SWE,118
2023 Shotgun World Championship,Skeet Women,Qualification,21,1732,SEKHON Ganemat,IND,118
2023 Shotgun World Championship,Skeet Women,Qualification,22,2376,AL SHARSHANI Reem,QAT,118
2023 Shotgun World Championship,Skeet Women,Qualification,23,1259,JIANG Yiting,CHN,117
2023 Shotgun World Championship,Skeet Women,Qualification,24,2028,AL SHAMAA Eman,KUW,117
2023 Shotgun World Championship,Skeet Women,Qualification,25,1364,SINDELAROVA Anna,CZE,117
2023 Shotgun World Championship,Skeet Women,Qualification,26,1169,FURQUIM BASTOS Georgia,BRA,117
2023 Shotgun World Championship,Skeet Women,Qualification,27,1053,JONES Aislin,AUS,116
2023 Shotgun World Championship,Skeet Women,Qualification,28,1332,ELEFTHERIOU Andri,CYP,116
2023 Shotgun World Championship,Skeet Women,Qualification,29,1512,ANASTASSIOU Lucie,FRA,116
2023 Shotgun World Championship,Skeet Women,Qualification,30,1330,ANDREOU Panagiota,CYP,116
2023 Shotgun World Championship,Skeet Women,Qualification,31,2654,MALOVICHKO Iryna,UKR,19
2023 Shotgun World Championship,Skeet Women,Qualification,32,2501,STIBRAVA Monika,SVK,3
2023 Shotgun World Championship,Skeet Women,Qualification,33,1488,HEINONEN Marjut,FIN,116
2023 Shotgun World Championship,Skeet Women,Qualification,34,1353,KUCEROVA Martina,CZE,116
2023 Shotgun World Championship,Skeet Women,Qualification,35,1553,HIBBS Emily Jane,GBR,116
2023 Shotgun World Championship,Skeet Women,Qualification,36,1600,MESSERSCHMIDT Nadine,GER,115
2023 Shotgun World Championship,Skeet Women,Qualification,37,1585,BUTTERER Katrin,GER,115
2023 Shotgun World Championship,Skeet Women,Qualification,38,1728,RATHORE Darshna,IND,115
2023 Shotgun World Championship,Skeet Women,Qualification,39,1566,BOIARSHINOVA Elizaveta,GEO,115
2023 Shotgun World Championship,Skeet Women,Qualification,40,2242,TIPPLE Chloe,NZL,115
2023 Shotgun World Championship,Skeet Women,Qualification,41,1560,SKEGGS Alexandra Anne,GBR,115
2023 Shotgun World Championship,Skeet Women,Qualification,42,2404,COSTA Chiara,SEN,115
2023 Shotgun World Championship,Skeet Women,Qualification,43,1622,WISSMER Nele,GER,115
2023 Shotgun World Championship,Skeet Women,Qualification,44,2600,BALKANCI Nur Banu,TUR,114
2023 Shotgun World Championship,Skeet Women,Qualification,45,1950,AN Il Ji,KOR,114
2023 Shotgun World Championship,Skeet Women,Qualification,46,1874,ORIHARA Rika,JPN,114
2023 Shotgun World Championship,Skeet Women,Qualification,47,1106,JAFAROVA Nurlana,AZE,114
2023 Shotgun World Championship,Skeet Women,Qualification,48,1919,PANARINA Olga,KAZ,114
2023 Shotgun World Championship,Skeet Women,Qualification,49,2287,BORDA OLAECHEA Daniella,PER,113
2023 Shotgun World Championship,Skeet Women,Qualification,50,1367,SUMOVA Barbora,CZE,113
2023 Shotgun World Championship,Skeet Women,Qualification,51,2615,OZYAMAN OZENIR Cigdem,TUR,112
2023 Shotgun World Championship,Skeet Women,Qualification,52,1672,PONGRATZ Bianka,HUN,112
2023 Shotgun World Championship,Skeet Women,Qualification,53,1912,KRAVCHENKO Zoya,KAZ,112
2023 Shotgun World Championship,Skeet Women,Qualification,54,1514,BATTAULT Noemie,FRA,112
2023 Shotgun World Championship,Skeet Women,Qualification,55,1962,JANG Kookhee,KOR,112
2023 Shotgun World Championship,Skeet Women,Qualification,56,1113,MEFTAKHETDINOVA Rigina,AZE,111
2023 Shotgun World Championship,Skeet Women,Qualification,57,2031,AL ZAABI Fatema,KUW,111
2023 Shotgun World Championship,Skeet Women,Qualification,58,1251,GAO Jinmei,CHN,111
2023 Shotgun World Championship,Skeet Women,Qualification,59,1404,ABOUSHOKKA Amira,EGY,110
2023 Shotgun World Championship,Skeet Women,Qualification,60,2021,ALMOHAMMAD Afrah,KUW,110
2023 Shotgun World Championship,Skeet Women,Qualification,61,2383,MOHAMMED Sarah Ghulam,QAT,110
2023 Shotgun World Championship,Skeet Women,Qualification,62,1140,ELLIOT Michelle,BAR,110
2023 Shotgun World Championship,Skeet Women,Qualification,63,1243,RODRIGUEZ SOBERON Josefa,CHI,109
2023 Shotgun World Championship,Skeet Women,Qualification,64,1223,BOYD Madeleine Lieselotte,CAN,108
2023 Shotgun World Championship,Skeet Women,Qualification,65,2045,VAVERE Anda Lita,LAT,108
2023 Shotgun World Championship,Skeet Women,Qualification,66,2194,Van,DER,108
2023 Shotgun World Championship,Skeet Women,Qualification,67,2089,MARIRHI Ibtissam,MAR,107
2023 Shotgun World Championship,Skeet Women,Qualification,68,1866,KOJIMA Yuka,JPN,106
2023 Shotgun World Championship,Skeet Women,Qualification,69,2657,NAUMENKO Viktoriia,UKR,105
2023 Shotgun World Championship,Skeet Women,Qualification,70,1117,MUSTAFAYEVA Sevda,AZE,102
2023 Shotgun World Championship,Skeet Women,Qualification,71,2382,MOHAMMED Hajar Ghulam,QAT,96
2023 Shotgun World Championship,Trap Women,Final,1,2580,Lin Yi Chun,TPE,40
2023 Shotgun World Championship,Trap Women,Final,2,1836,Rossi Jessica,ITA,39
2023 Shotgun World Championship,Trap Women,Final,3,1604,Murche Kathrin,GER,28
2023 Shotgun World Championship,Trap Women,Final,4,1274,Wu Cuicui,CHN,22
2023 Shotgun World Championship,Trap Women,Final,5,1720,Kumari Rajeshwari,IND,19
2023 Shotgun World Championship,Trap Women,Final,6,2444,Perilli Alessandra,SMR,15
